Time,wind_speed,generator_speed,power,wind_direction,wind_direction_mean,yaw_position,yaw_speed,pitch1_angle,pitch2_angle,pitch3_angle,pitch1_speed,pitch2_speed,pitch3_speed,pitch1_moto_tmp,pitch2_moto_tmp,pitch3_moto_tmp,acc_x,acc_y,environment_tmp,int_tmp,pitch1_ng5_tmp,pitch2_ng5_tmp,pitch3_ng5_tmp,pitch1_ng5_DC,pitch2_ng5_DC,pitch3_ng5_DC
2015/11/9 12:30,0.459027108,0.352342161,-0.089442939,-0.876374245,-0.97822986,1.491764832,-0.021521996,0.217777778,0.217777778,0.182222222,0,0,0,-0.067875,-0.078625,-0.069,0.241499924,-0.256548388,1.571420219,1.401738381,0.813269231,0.769230769,1.102307692,-0.135,0.55,0.32
2015/11/9 12:31,0.552609253,0.212326878,-0.177052185,-1.503041753,-1.099025886,1.491036797,-0.04332432,0.217777778,0.217777778,0.182222222,0,0,0,-0.069,-0.08,-0.069,0.100890334,0.219938398,1.571420219,1.391699353,0.815384615,0.769230769,1.090769231,-0.395,0.38,0.915
2015/11/9 12:32,0.304593519,0.146266256,-0.213847013,-1.142017393,-0.864399791,1.493220904,0.013361723,0.217777778,0.217777778,0.182222222,0,0,0,-0.069,-0.08675,-0.069,0.241499924,0.061109469,1.589370673,1.394328623,0.811153846,0.769230769,1.087307692,0.015,0.225,0.69
2015/11/9 12:33,0.378660176,0.227191673,-0.16875871,-1.176376688,-1.091074844,1.493787154,0.030803582,0.217777778,0.217777778,0.182222222,0,0,0,-0.069,-0.089,-0.069,-0.399054874,-0.644796881,1.569009292,1.423781749,0.805982906,0.769230769,1.076923077,0.426666667,0.44,0.404444444
2015/11/9 12:34,0.332714262,0.054030669,-0.265663248,-1.812059615,-1.405369674,1.491036797,-0.052045249,0.217777778,0.217777778,0.182222222,0,0,0,-0.070375,-0.089,-0.078625,0.100890334,0.061109469,1.581480364,1.429943269,0.798461538,0.769230769,1.067307692,0.915,0.155,0.32
2015/11/9 12:35,0.414310516,0.181397027,-0.202803585,-1.790576064,-0.600221151,1.496375725,0.085067145,0.217777778,0.217777778,0.182222222,0,0,0,-0.073888889,-0.089,-0.078777778,0.225876636,-0.362434341,1.570938034,1.429943269,0.80034188,0.769230769,1.054700855,0.235555556,0.008888889,0.106666667
2015/11/9 12:36,0.388494752,0.258444672,-0.154520076,-0.522255312,-0.408129611,1.495405011,0.043884977,0.217777778,0.217777778,0.182222222,0,0,0,-0.0745,-0.089,-0.08,0.100890334,-0.415377317,1.571420219,1.409626189,0.798461538,0.770961538,1.044038462,0.09,-0.08,0.34
2015/11/9 12:37,0.289841654,0.093916328,-0.247393258,-1.104469133,-0.665870018,1.494676975,0.013361723,0.217777778,0.217777778,0.182222222,0,0,0,-0.078625,-0.089,-0.08,-0.039719256,-0.09771946,1.567080549,1.391699353,0.798461538,0.774423077,1.029230769,0.68,0.63,0.81
2015/11/9 12:38,0.383987238,0.183243585,-0.196799189,-0.795810929,-1.106695475,1.493140011,-0.02345998,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.089,-0.08,0.225876636,-0.221253071,1.570938034,1.394036482,0.80034188,0.783076923,1.017264957,1.08,0.906666667,-0.075555556
2015/11/9 12:39,0.578425017,0.417987308,-0.060410732,0.056290001,0.737928623,1.494676975,0.013361723,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.089,-0.08,0.100890334,0.061109469,1.599430818,1.425640828,0.798461538,0.783076923,1.008653846,0.48,0.275,0.395
2015/11/9 12:40,0.574532163,0.559941476,0.025355664,-0.003796806,-0.515081678,1.492492868,-0.004080136,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.089,-0.081,-0.274068572,-0.221253071,1.627222241,1.429943269,0.798461538,0.783076923,1,0.64,-0.328888889,0.808888889
2015/11/9 12:41,0.360374009,0.28794344,-0.131996754,-1.105763901,-1.619731168,1.492492868,-0.004080136,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.090375,-0.083375,0.100890334,-0.256548388,1.591145993,1.427792048,0.798461538,0.783076923,1,0.465,0.69,0.455
2015/11/9 12:42,0.346544136,0.099732987,-0.236877102,-1.666182468,0.120649847,1.491764832,-0.021521996,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.09175,-0.087875,0.803938284,0.061109469,1.591145993,1.407474968,0.798461538,0.783076923,0.996153846,0.625,0.255,0.45
2015/11/9 12:43,0.308179042,0.052137947,-0.266216884,-0.24874765,-1.057863413,1.491845725,-0.019584011,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.095111111,-0.088,-0.524041176,-0.221253071,1.606006076,1.424206681,0.798461538,0.78,0.981196581,0.52,0.622222222,0.111111111
2015/11/9 12:44,0.816298843,0.728347592,0.147847236,-0.994629684,-0.740912373,1.493220904,0.013361723,0.217777778,0.217777778,0.182222222,0,0,0,-0.08,-0.09725,-0.089,-0.602157615,-1.050693032,1.5696449,1.429943269,0.792692308,0.769230769,0.969230769,0.165,0.515,0.64
2015/11/9 12:45,1.219209161,1.248938538,0.686265633,-1.352417125,-0.855850662,1.492492868,-0.004080136,0.217777778,0.217777778,0.182222222,0,0,0,-0.08675,-0.1,-0.089,0.803938284,0.061109469,1.595091148,1.432572538,0.783076923,0.769230769,0.969230769,0.775,0.555,-0.215
2015/11/9 12:46,0.813020651,1.067745006,0.40193234,-0.765311959,0.343067927,1.491198582,-0.02345998,0.217777778,0.217777778,0.182222222,0,0,0,-0.087,-0.1,-0.089,0.600835543,-0.080071801,1.593907601,1.424206681,0.783076923,0.769230769,0.969230769,0.226666667,-0.013333333,0.351111111
2015/11/9 12:47,0.623602604,0.766155873,0.16887076,-0.167057407,-0.337836773,1.491764832,-0.021521996,0.217777778,0.217777778,0.182222222,0,0,0,-0.089,-0.1,-0.089,0.382109514,0.061109469,1.619551107,1.427792048,0.783076923,0.769230769,0.969230769,0.45,0.28,0.42
